0.00500417,0.0150125
0.00500417,0.0200167
0.00500417,0.0250209
0.00500417,0.030025
0.00500417,0.0350292
0.00500417,0.0400334
0.00500417,0.0450375
0.0100083,-0.0450375
0.0100083,-0.0400334
0.0100083,-0.0350292
0.0100083,-0.030025
0.0100083,-0.0250209
0.0100083,-0.0200167
0.0100083,-0.0150125
0.0100083,-0.0100083
0.0100083,-0.00500417
0.0100083,0
0.0100083,0.00500417
0.0100083,0.0100083
0.0100083,0.0150125
0.0100083,0.0200167
0.0100083,0.0250209
0.0100083,0.030025
0.0100083,0.0350292
0.0100083,0.0400334
0.0100083,0.0450375
0.0150125,-0.0450375
0.0150125,-0.0400334
0.0150125,-0.0350292
0.0150125,-0.030025
0.0150125,-0.0250209
0.0150125,-0.0200167
0.0150125,-0.0150125
0.0150125,-0.0100083
0.0150125,-0.00500417
0.0150125,0
0.0150125,0.00500417
0.0150125,0.0100083
0.0150125,0.0150125
0.0150125,0.0200167
0.0150125,0.0250209
0.0150125,0.030025
0.0150125,0.0350292
0.0150125,0.0400334
0.0150125,0.0450375
0.0200167,-0.0450375
0.0200167,-0.0400334
0.0200167,-0.0350292
0.0200167,-0.030025
0.0200167,-0.0250209
0.0200167,-0.0200167
0.0200167,-0.0150125
0.0200167,-0.0100083
0.0200167,-0.00500417
0.0200167,0
0.0200167,0.00500417
0.0200167,0.0100083
0.0200167,0.0150125
0.0200167,0.0200167
0.0200167,0.0250209
0.0200167,0.030025
0.0200167,0.0350292
0.0200167,0.0400334
0.0200167,0.0450375
0.0250209,-0.0400334
0.0250209,-0.0350292
0.0250209,-0.030025
0.0250209,-0.0250209
0.0250209,-0.0200167
0.0250209,-0.0150125
0.0250209,-0.0100083
0.0250209,-0.00500417
0.0250209,0
0.0250209,0.00500417
0.0250209,0.0100083
0.0250209,0.0150125
0.0250209,0.0200167
0.0250209,0.0250209
0.0250209,0.030025
0.0250209,0.0350292
0.0250209,0.0400334
0.030025,-0.0350292
0.030025,-0.030025
0.030025,-0.0250209
0.030025,-0.0200167
0.030025,-0.0150125
0.030025,-0.0100083
0.030025,-0.00500417
0.030025,0
0.030025,0.00500417
0.030025,0.0100083
0.030025,0.0150125
0.030025,0.0200167
0.030025,0.0250209
0.030025,0.030025
0.030025,0.0350292
0.0350292,-0.0350292
0.0350292,-0.030025
0.0350292,-0.0250209
0.0350292,-0.0200167
0.0350292,-0.0150125
0.0350292,-0.0100083
0.0350292,-0.00500417
0.0350292,0
0.0350292,0.00500417
0.0350292,0.0100083
0.0350292,0.0150125
0.0350292,0.0200167
0.0350292,0.0250209
0.0350292,0.030025
0.0350292,0.0350292
0.0400334,-0.0250209
0.0400334,-0.0200167
0.0400334,-0.0150125
0.0400334,-0.0100083
0.0400334,-0.00500417
0.0400334,0
0.0400334,0.00500417
0.0400334,0.0100083
0.0400334,0.0150125
0.0400334,0.0200167
0.0400334,0.0250209
0.0450375,-0.0200167
0.0450375,-0.0150125
0.0450375,-0.0100083
0.0450375,-0.00500417
0.0450375,0
0.0450375,0.00500417
0.0450375,0.0100083
0.0450375,0.0150125
0.0450375,0.0200167
0.0500417,0
